tipo,ordem,fc,fase_zero,rp,rs,rmse
ellip,6,2100,True,1.0,30.0,4.103881830756275
ellip,8,2300,True,1.0,40.0,4.104120001711784
ellip,4,2200,True,1.0,60.0,4.104154057655922
ellip,6,2400,True,1.0,50.0,4.105466728142069
ellip,4,2200,True,1.0,50.0,4.105869163389345
ellip,6,2300,True,1.0,40.0,4.106076918255816
cheby1,8,2900,True,1.0,40.0,4.106679629550487
cheby1,2,1600,True,1.0,40.0,4.106784504327743
ellip,2,1600,True,1.0,60.0,4.106802067289268
ellip,2,1600,True,1.0,50.0,4.10683999442839
ellip,2,1600,True,1.0,40.0,4.106959496683002
cheby1,4,2300,True,1.0,40.0,4.107135451806317
ellip,6,1200,False,0.5,50.0,4.107157676142509
ellip,6,2500,True,1.0,60.0,4.1072374383269485
ellip,2,1600,True,1.0,30.0,4.107333236694457
ellip,8,2600,True,1.0,60.0,4.107950162162071
ellip,8,2200,True,1.0,30.0,4.108017908156305
ellip,8,2500,True,1.0,50.0,4.10815609368388
ellip,4,2100,True,1.0,30.0,4.108348020481934
ellip,4,2200,True,1.0,40.0,4.108615835528217
ellip,6,2200,True,1.0,30.0,4.108816679136863
cheby1,6,2700,True,1.0,40.0,4.108852051974469
ellip,6,1300,False,0.5,60.0,4.109065559158705
ellip,4,2300,True,1.0,60.0,4.109204976002462
ellip,8,2400,True,1.0,40.0,4.109374414327557
ellip,4,2300,True,1.0,50.0,4.110678262700358
cheby1,2,1700,True,1.0,40.0,4.110926540436839
ellip,2,1700,True,1.0,60.0,4.110941215152343
ellip,2,1700,True,1.0,50.0,4.110972903840904
ellip,2,1700,True,1.0,40.0,4.111072737901341
ellip,6,2400,True,1.0,40.0,4.111080971890909
ellip,6,2500,True,1.0,50.0,4.111266931937258
ellip,2,1700,True,1.0,30.0,4.111384842226792
cheby1,4,2400,True,1.0,40.0,4.11207148333662
ellip,6,2600,True,1.0,60.0,4.11247998919556
ellip,8,2300,True,1.0,30.0,4.11248812943322
ellip,4,2200,True,1.0,30.0,4.112691937279237
ellip,4,2300,True,1.0,40.0,4.113034649418995
ellip,6,2300,True,1.0,30.0,4.113153272191914
ellip,8,2700,True,1.0,60.0,4.113320142739259
ellip,8,2600,True,1.0,50.0,4.113334167067177
ellip,4,2400,True,1.0,60.0,4.113828381757436
cheby1,8,3000,True,1.0,40.0,4.11410439021864
cheby1,2,1800,True,1.0,40.0,4.114573146262545
ellip,2,1800,True,1.0,60.0,4.114585344835533
ellip,2,1800,True,1.0,50.0,4.114611685203036
ellip,8,2500,True,1.0,40.0,4.114657704613581
ellip,2,1800,True,1.0,40.0,4.114694657523199
ellip,2,1800,True,1.0,30.0,4.114953922917437
ellip,4,2400,True,1.0,50.0,4.115075693906926
cheby1,6,2800,True,1.0,40.0,4.115080706425124
ellip,6,2600,True,1.0,50.0,4.115976065517701
ellip,6,2500,True,1.0,40.0,4.1159841752600235
cheby1,4,1000,False,0.5,40.0,4.116483423252056
ellip,4,2300,True,1.0,30.0,4.1165214834399055
ellip,8,2400,True,1.0,30.0,4.11657127309532
cheby1,4,2500,True,1.0,40.0,4.116912492584374
ellip,4,2400,True,1.0,40.0,4.117064457602147
ellip,6,2400,True,1.0,30.0,4.117100235602978
ellip,6,2700,True,1.0,60.0,4.117539987571887
cheby1,2,1900,True,1.0,40.0,4.1178096250044245
ellip,2,1900,True,1.0,60.0,4.117819708738819
ellip,2,1900,True,1.0,50.0,4.117841481646934
ellip,2,1900,True,1.0,40.0,4.1179100583428605
ellip,8,2700,True,1.0,50.0,4.118020006154015
ellip,2,1900,True,1.0,30.0,4.1181242581188355
ellip,4,2500,True,1.0,60.0,4.118431588106606
ellip,8,2600,True,1.0,40.0,4.118873716547621
ellip,8,2800,True,1.0,60.0,4.1189107432865555
ellip,4,2500,True,1.0,50.0,4.119509015086017
cheby1,5,1200,False,0.1,40.0,4.119765706975915
ellip,4,2400,True,1.0,30.0,4.119994704275294
ellip,6,2600,True,1.0,40.0,4.120116140045938
cheby1,6,2900,True,1.0,40.0,4.1201472625217885
ellip,6,2700,True,1.0,50.0,4.120476239851718
ellip,8,2500,True,1.0,30.0,4.120623702137453
cheby1,8,3100,True,1.0,40.0,4.120696690680227
cheby1,2,2000,True,1.0,40.0,4.120698447172435
ellip,2,2000,True,1.0,60.0,4.120706707738055
ellip,2,2000,True,1.0,50.0,4.120724543244892
ellip,2,2000,True,1.0,40.0,4.120780711346367
cheby1,4,2600,True,1.0,40.0,4.1209014337181005
ellip,2,2000,True,1.0,30.0,4.120956079154611
ellip,6,2500,True,1.0,30.0,4.121079537417979
ellip,4,2500,True,1.0,40.0,4.121223361858644
ellip,6,2800,True,1.0,60.0,4.122037548699763
ellip,4,2600,True,1.0,60.0,4.122152055178728
ellip,8,2800,True,1.0,50.0,4.1226491120758695
ellip,8,2700,True,1.0,40.0,4.122746901593893
ellip,4,2600,True,1.0,50.0,4.123034531589326
ellip,8,2900,True,1.0,60.0,4.123236022454766
cheby1,2,2100,True,1.0,40.0,4.123285970159582
ellip,2,2100,True,1.0,60.0,4.123292633515329
ellip,2,2100,True,1.0,50.0,4.123307019256016
ellip,2,2100,True,1.0,40.0,4.123352312274412
ellip,2,2100,True,1.0,30.0,4.123493613081847
ellip,4,2500,True,1.0,30.0,4.1237319781408885
ellip,6,2700,True,1.0,40.0,4.123788325691288
ellip,8,2600,True,1.0,30.0,4.124103573993941
cheby1,4,2700,True,1.0,40.0,4.124241150877113
ellip,6,2800,True,1.0,50.0,4.124321818539488
ellip,4,2600,True,1.0,40.0,4.1244301804527606
ellip,6,2600,True,1.0,30.0,4.1245110643426655
cheby1,6,3000,True,1.0,40.0,4.124810470292667
ellip,4,2700,True,1.0,60.0,4.125259992406445
ellip,5,1100,False,0.1,60.0,4.125278484225603
cheby1,2,2200,True,1.0,40.0,4.125611112460103
ellip,2,2200,True,1.0,60.0,4.125616375277799
ellip,2,2200,True,1.0,50.0,4.125627735754796
ellip,2,2200,True,1.0,40.0,4.1256634892754045
ellip,2,2200,True,1.0,30.0,4.1257748783210735
ellip,6,2900,True,1.0,60.0,4.125779204787738
ellip,4,2700,True,1.0,50.0,4.125978389580272
ellip,8,2800,True,1.0,40.0,4.126202199524266
ellip,8,2900,True,1.0,50.0,4.126229457638489
ellip,4,2600,True,1.0,30.0,4.126452160697354
cheby2,7,1800,False,0.5,60.0,4.12646525547854
cheby1,8,3200,True,1.0,40.0,4.126729674889422
ellip,8,2700,True,1.0,30.0,4.126887181914162
ellip,6,2800,True,1.0,40.0,4.126965983975598
ellip,4,2700,True,1.0,40.0,4.1271144418316155
ellip,6,2700,True,1.0,30.0,4.127118766446626
ellip,8,3000,True,1.0,60.0,4.12724568963382
cheby1,4,2800,True,1.0,40.0,4.127551654500927
ellip,6,2900,True,1.0,50.0,4.12770400336844
cheby1,2,2300,True,1.0,40.0,4.127708808754405
ellip,2,2300,True,1.0,60.0,4.127712872798821
ellip,2,2300,True,1.0,50.0,4.127721644247401
ellip,2,2300,True,1.0,40.0,4.127749237522317
ellip,2,2300,True,1.0,30.0,4.127835076351656
ellip,4,2800,True,1.0,60.0,4.1283917437500754
ellip,4,2700,True,1.0,30.0,4.128763215228523
ellip,4,2800,True,1.0,50.0,4.128982268415556
cheby1,6,3100,True,1.0,40.0,4.129191780119507
ellip,8,2900,True,1.0,40.0,4.129285369803978
ellip,6,3000,True,1.0,60.0,4.129313268810976
ellip,8,2800,True,1.0,30.0,4.129524635360737
cheby1,2,2400,True,1.0,40.0,4.1296054289438295
ellip,2,2400,True,1.0,60.0,4.129608490503229
ellip,2,2400,True,1.0,50.0,4.129615097759736
ellip,2,2400,True,1.0,40.0,4.129635878060266
ellip,8,3000,True,1.0,50.0,4.129637049638309
ellip,2,2400,True,1.0,30.0,4.129700470402998
ellip,6,2800,True,1.0,30.0,4.129815517052236
ellip,4,2800,True,1.0,40.0,4.129911487835692
ellip,6,2900,True,1.0,40.0,4.129924796269735
cheby2,8,1000,False,0.5,30.0,4.130295310438764
cheby1,4,2900,True,1.0,40.0,4.13037679284842
ellip,6,3000,True,1.0,50.0,4.130788402510602
cheby1,7,1700,False,0.1,40.0,4.1308796374543
ellip,8,3100,True,1.0,60.0,4.131014260483301
ellip,4,2900,True,1.0,60.0,4.131025240475943
ellip,4,2800,True,1.0,30.0,4.131243919620922
cheby1,2,2500,True,1.0,40.0,4.131312425941421
ellip,2,2500,True,1.0,60.0,4.131314624069549
ellip,2,2500,True,1.0,50.0,4.131319367635486
ellip,2,2500,True,1.0,40.0,4.131334283761414
ellip,2,2500,True,1.0,30.0,4.131380617494891
ellip,4,2900,True,1.0,50.0,4.131477654203541
cheby1,8,3300,True,1.0,40.0,4.131832697388866
ellip,8,3000,True,1.0,40.0,4.131912073865627
ellip,8,2900,True,1.0,30.0,4.131971997955891
ellip,6,2900,True,1.0,30.0,4.132177878324384
ellip,4,2900,True,1.0,40.0,4.132183028818069
ellip,6,3000,True,1.0,40.0,4.132454156156642
ellip,6,3100,True,1.0,60.0,4.132534163634099
ellip,8,3100,True,1.0,50.0,4.132798186466144
cheby1,2,2600,True,1.0,40.0,4.132830237113234
ellip,2,2600,True,1.0,60.0,4.132831637390849
ellip,2,2600,True,1.0,50.0,4.132834658203906
ellip,2,2600,True,1.0,40.0,4.132844148012464
ellip,2,2600,True,1.0,30.0,4.132873528384855
cheby1,4,3000,True,1.0,40.0,4.132914938075746
cheby1,6,3200,True,1.0,40.0,4.13296334193972
ellip,4,2900,True,1.0,30.0,4.133177189212276
ellip,4,3000,True,1.0,60.0,4.133398171368219
ellip,6,3100,True,1.0,50.0,4.133612331965859
ellip,4,3000,True,1.0,50.0,4.133731961464762
ellip,8,3000,True,1.0,30.0,4.133958194182999
ellip,6,3000,True,1.0,30.0,4.134137948575016
cheby1,2,2700,True,1.0,40.0,4.134162500905123
ellip,2,2700,True,1.0,60.0,4.1341631528164635
ellip,2,2700,True,1.0,50.0,4.134164557392193
ellip,2,2700,True,1.0,40.0,4.134168953417824
ellip,2,2700,True,1.0,30.0,4.134182390582444
ellip,4,3000,True,1.0,40.0,4.134245125498069
ellip,8,3200,True,1.0,60.0,4.134271396723146
ellip,8,3100,True,1.0,40.0,4.134440430414577
cheby2,4,1500,False,0.5,40.0,4.134656489116833
ellip,6,3100,True,1.0,40.0,4.134822904755394
ellip,4,3000,True,1.0,30.0,4.134946192697115
ellip,2,2800,True,1.0,30.0,4.13532271879962
ellip,2,2800,True,1.0,40.0,4.135323500112369
ellip,2,2800,True,1.0,50.0,4.135323653521259
ellip,2,2800,True,1.0,60.0,4.135323693061468
cheby1,2,2800,True,1.0,40.0,4.135323709912505
cheby1,4,3100,True,1.0,40.0,4.135337725007537
ellip,6,3200,True,1.0,60.0,4.13546114684437
ellip,8,3200,True,1.0,50.0,4.135596969019462
ellip,4,3100,True,1.0,60.0,4.1356795976978855
ellip,8,3100,True,1.0,30.0,4.135887626540763
ellip,4,3100,True,1.0,50.0,4.135911030026237
ellip,6,3100,True,1.0,30.0,4.136031541766966
ellip,6,3200,True,1.0,50.0,4.136232994547715
ellip,4,3100,True,1.0,40.0,4.136256270197607
cheby1,6,3300,True,1.0,40.0,4.136278596998238
ellip,2,2900,True,1.0,30.0,4.136317216999759
ellip,2,2900,True,1.0,40.0,4.136329970360091
ellip,2,2900,True,1.0,50.0,4.13633395821766
ellip,2,2900,True,1.0,60.0,4.1363352152799
cheby1,2,2900,True,1.0,40.0,4.136335796016862
ellip,4,3100,True,1.0,30.0,4.136694801527757
ellip,8,3200,True,1.0,40.0,4.1367497255374355
ellip,6,3200,True,1.0,40.0,4.137027132869857
ellip,8,3300,True,1.0,60.0,4.137124109428563
ellip,2,3000,True,1.0,30.0,4.13719353113935
ellip,2,3000,True,1.0,40.0,4.137215426569371
ellip,2,3000,True,1.0,50.0,4.137222350450775
ellip,2,3000,True,1.0,60.0,4.137224540489735
cheby1,2,3000,True,1.0,40.0,4.137225553441684
cheby1,4,3200,True,1.0,40.0,4.137261830834732
ellip,4,3200,True,1.0,60.0,4.137464538450151
ellip,8,3200,True,1.0,30.0,4.1375906401439275
ellip,4,3200,True,1.0,50.0,4.1375975357285
ellip,6,3200,True,1.0,30.0,4.137693851016553
ellip,4,3200,True,1.0,40.0,4.1377878244885675
ellip,6,3300,True,1.0,60.0,4.137827769821415
ellip,8,3300,True,1.0,50.0,4.137854532374548
ellip,2,3100,True,1.0,30.0,4.1379773663266475
cheby2,2,1700,False,0.5,30.0,4.138001851235809
ellip,2,3100,True,1.0,40.0,4.138005476192982
ellip,4,3200,True,1.0,30.0,4.138008455732795
ellip,2,3100,True,1.0,50.0,4.138014395314973
ellip,2,3100,True,1.0,60.0,4.1380172192640154
cheby1,2,3100,True,1.0,40.0,4.13801852586244
ellip,6,3300,True,1.0,50.0,4.138260606757536
ellip,8,3300,True,1.0,40.0,4.138446304675181
ellip,6,3300,True,1.0,40.0,4.138668423262006
ellip,2,3200,True,1.0,30.0,4.138684585726222
ellip,2,3200,True,1.0,40.0,4.1387163314427315
ellip,2,3200,True,1.0,50.0,4.138726390841622
ellip,2,3200,True,1.0,60.0,4.138729574497144
cheby1,2,3200,True,1.0,40.0,4.1387310473115235
ellip,8,3300,True,1.0,30.0,4.138858037182822
cheby1,4,3300,True,1.0,40.0,4.138876186552029
ellip,6,3300,True,1.0,30.0,4.138946450096802
ellip,4,3300,True,1.0,60.0,4.1389619968253974
ellip,4,3300,True,1.0,50.0,4.139012560069053
ellip,4,3300,True,1.0,40.0,4.139072894858208
ellip,4,3300,True,1.0,30.0,4.139107634088974
ellip,2,3300,True,1.0,30.0,4.139323688474214
ellip,2,3300,True,1.0,40.0,4.139354413370733
ellip,2,3300,True,1.0,50.0,4.139364144145057
ellip,2,3300,True,1.0,60.0,4.139367223435792
cheby1,2,3300,True,1.0,40.0,4.139368647918858
cheby1,4,1100,False,1.0,40.0,4.139686068491551
cheby2,5,1700,False,0.5,50.0,4.140545928387799
ellip,7,1400,False,1.0,50.0,4.1408014905736925
cheby2,6,1600,False,0.5,50.0,4.142307577910593
cheby2,2,2400,False,0.5,40.0,4.143650920368867
cheby2,8,1500,False,0.5,50.0,4.145417312036911
ellip,8,1500,False,1.0,60.0,4.1456034803796795
cheby1,7,300,True,1.0,40.0,4.146607526191746
butter,6,1300,False,0.5,40.0,4.150155359481299
ellip,4,1000,False,1.0,50.0,4.158451707106329
ellip,6,1100,False,1.0,40.0,4.182148579072244
ellip,8,1100,False,0.5,40.0,4.183565906900413
ellip,8,900,False,0.5,30.0,4.183704777818489
cheby2,5,2000,False,0.5,60.0,4.18512519313528
ellip,3,800,False,1.0,40.0,4.189679564459963
cheby2,7,1000,False,0.5,30.0,4.190592615881134
ellip,7,1100,False,0.1,40.0,4.1954402522505445
cheby2,6,1300,False,0.5,40.0,4.19914413823139
ellip,7,1000,False,1.0,30.0,4.204098396657018
ellip,4,700,False,0.1,30.0,4.204466433885136
butter,8,1600,False,0.5,40.0,4.213373442669769
ellip,8,1400,False,0.1,60.0,4.2141642075863155
ellip,4,900,False,0.5,50.0,4.217728035807319
cheby2,2,1100,True,0.5,50.0,4.224849576298541
ellip,8,1100,False,0.1,40.0,4.227141043988897
cheby1,6,1500,False,0.5,40.0,4.228233971943053
ellip,3,700,False,0.5,40.0,4.232515892182583
butter,5,1100,False,0.5,40.0,4.232544464891492
cheby2,3,2200,False,0.5,50.0,4.233838932026479
ellip,7,1200,False,1.0,40.0,4.2357190706981465
ellip,5,900,False,0.5,30.0,4.235856507131047
butter,2,500,False,0.5,40.0,4.236374032331965
cheby1,6,1600,False,1.0,40.0,4.236467512508116
ellip,6,900,False,1.0,30.0,4.238772521391202
ellip,5,1300,False,1.0,60.0,4.239300198138192
cheby1,8,2000,False,1.0,40.0,4.243921163619604
ellip,8,1400,False,0.5,60.0,4.247417444416104
cheby2,4,1100,False,0.5,30.0,4.250360672298131
ellip,4,800,False,0.1,50.0,4.2567601275737585
cheby1,8,1900,False,0.5,40.0,4.258699685872715
cheby1,7,1900,False,1.0,40.0,4.259990112090502
cheby1,6,1400,False,0.1,40.0,4.264363852158064
ellip,8,1300,False,1.0,50.0,4.26522834470194
ellip,8,900,False,0.1,30.0,4.26702192174639
ellip,7,1500,False,1.0,60.0,4.268193663900257
ellip,4,800,False,1.0,30.0,4.270402792707295
butter,3,700,False,0.5,40.0,4.272371077920341
cheby2,8,1700,False,0.5,60.0,4.272663930794637
cheby1,7,1800,False,0.5,40.0,4.273695068457587
ellip,5,1100,False,1.0,40.0,4.276811778108004
cheby2,7,1500,False,0.5,50.0,4.277692355016228
ellip,4,900,False,1.0,40.0,4.280166606010551
cheby2,6,1000,False,0.5,30.0,4.280366109764955
cheby2,3,1700,False,0.5,40.0,4.2817997054016885
butter,4,900,False,0.5,40.0,4.282737953325598
ellip,5,1200,False,0.5,60.0,4.283535114437671
ellip,7,1300,False,0.5,50.0,4.283535722366433
ellip,6,1200,False,0.1,60.0,4.284827563309782
ellip,4,1000,False,1.0,60.0,4.290729059262697
ellip,7,900,False,0.1,30.0,4.2914013068029595
cheby2,4,2200,False,0.5,60.0,4.292260109180266
ellip,6,1000,False,0.1,40.0,4.296009878166429
ellip,8,900,False,1.0,30.0,4.302220281200797
ellip,3,800,False,1.0,50.0,4.3188878770460715
ellip,8,1100,False,1.0,40.0,4.320416439675243
ellip,6,1200,False,1.0,50.0,4.3206208690374694
ellip,5,1000,False,0.1,50.0,4.321079723807196
ellip,5,1200,False,1.0,50.0,4.326513034065722
cheby2,8,1200,False,0.5,40.0,4.342745859860785
ellip,6,1300,False,1.0,60.0,4.343182529028884
ellip,3,700,False,0.5,50.0,4.346086101283629
ellip,6,1100,False,0.1,50.0,4.353478894351298
ellip,5,800,False,0.1,30.0,4.356576776800336
ellip,3,500,False,0.1,30.0,4.3596169934396665
cheby2,3,2600,False,0.5,60.0,4.364881263752337
ellip,4,900,False,0.5,60.0,4.365966547790736
ellip,7,1200,False,0.1,50.0,4.371919000134303
cheby1,5,1300,False,0.5,40.0,4.373746274310707
ellip,2,400,False,1.0,30.0,4.376268527707093
ellip,6,1000,False,0.5,40.0,4.376700733617274
cheby1,8,1800,False,0.1,40.0,4.378552518765305
ellip,3,800,False,1.0,60.0,4.380171212743269
ellip,7,1400,False,0.5,60.0,4.381004562193696
butter,7,1400,False,0.5,40.0,4.382520746748848
cheby2,3,1200,False,0.5,30.0,4.383160927861024
ellip,4,800,False,0.1,60.0,4.383314809296473
cheby1,5,1400,False,1.0,40.0,4.387777255410639
cheby2,4,1800,False,0.5,50.0,4.390174973929831
cheby2,2,3300,False,0.5,60.0,4.391470867455118
cheby2,6,1800,False,0.5,60.0,4.397599858884537
ellip,3,700,False,0.5,60.0,4.3997391759227735
cheby2,1,2500,True,0.5,30.0,4.399861952104237
butter,1,300,False,0.5,40.0,4.40003787272822
ellip,8,1400,False,1.0,60.0,4.411234010639334
ellip,7,1300,False,0.1,60.0,4.412110019454717
ellip,5,1100,False,0.5,50.0,4.4166072491824035
cheby2,5,1000,False,0.5,30.0,4.419389969211504
ellip,5,900,False,0.1,40.0,4.423324210844355
ellip,5,1000,False,0.5,40.0,4.425530729353024
cheby1,3,800,False,1.0,40.0,4.433941513225383
cheby2,5,1300,False,0.5,40.0,4.435018859816581
cheby2,2,1700,True,0.5,60.0,4.438353118379517
ellip,2,400,False,1.0,40.0,4.439038239657626
cheby2,2,2900,False,0.5,50.0,4.439799567452264
cheby2,7,1200,False,0.5,40.0,4.440256871688234
ellip,7,1100,False,0.5,40.0,4.445848954926131
cheby1,3,700,False,0.5,40.0,4.446703114763002
ellip,4,800,False,0.5,40.0,4.452373587563325
cheby2,7,1700,False,0.5,60.0,4.455362169904671
ellip,8,1200,False,0.5,50.0,4.455838394273763
ellip,2,400,False,1.0,50.0,4.4591017323773166
cheby2,2,1600,False,0.5,30.0,4.460129114544335
cheby1,7,1600,False,0.1,40.0,4.462222814361616
ellip,2,400,False,1.0,60.0,4.46546861093733
cheby1,2,400,False,1.0,40.0,4.46841679582517
ellip,6,1200,False,0.5,60.0,4.468766908185569
ellip,3,700,False,1.0,30.0,4.470001418126313
cheby1,4,1000,False,1.0,40.0,4.4721622653984525
ellip,8,1200,False,0.1,50.0,4.473683260667299
cheby2,4,1400,False,0.5,40.0,4.474935793360108
cheby2,5,1600,False,0.5,50.0,4.47619497051723
cheby2,2,2300,False,0.5,40.0,4.479154569974291
ellip,5,900,False,1.0,30.0,4.485927897861296
cheby2,6,1500,False,0.5,50.0,4.48698008594163
ellip,6,1100,False,0.5,50.0,4.490927110498211
ellip,7,900,False,0.5,30.0,4.496169478644814
cheby1,8,1900,False,1.0,40.0,4.496759586379608
cheby2,8,1400,False,0.5,50.0,4.500351230920441
cheby1,6,1500,False,1.0,40.0,4.502389165425947
ellip,7,1300,False,1.0,50.0,4.503600970449486
cheby2,5,1900,False,0.5,60.0,4.515279484623549
cheby1,5,1100,False,0.1,40.0,4.522792859039631
ellip,6,1000,False,1.0,40.0,4.527157949783585
ellip,4,900,False,1.0,50.0,4.529707420333224
ellip,4,700,False,0.5,30.0,4.533931344118884
butter,6,1200,False,0.5,40.0,4.5345746661734285
cheby1,4,800,False,0.1,40.0,4.5501934411767495
cheby2,3,2100,False,0.5,50.0,4.556197365491528
ellip,5,1000,False,0.1,60.0,4.558547733904942
butter,8,1500,False,0.5,40.0,4.559169356306335
cheby2,1,3200,False,0.5,30.0,4.563325438088643
ellip,6,800,False,0.5,30.0,4.56392601493726
cheby1,4,900,False,0.5,40.0,4.564923279065534
cheby1,6,1400,False,0.5,40.0,4.565458461360966
ellip,6,800,False,0.1,30.0,4.567333065160598
cheby1,8,1800,False,0.5,40.0,4.571845010655982
ellip,8,1200,False,1.0,50.0,4.572657153275498
ellip,3,500,False,0.1,40.0,4.573397312299607
ellip,3,600,False,0.5,30.0,4.576344935743937
ellip,8,1300,False,0.1,60.0,4.58651872531335
cheby1,7,1800,False,1.0,40.0,4.586975155146682
cheby2,6,1200,False,0.5,40.0,4.591259882983695
cheby2,8,900,False,0.5,30.0,4.595716405266054
ellip,8,1300,False,0.5,60.0,4.6023207937132025
ellip,8,1000,False,0.5,40.0,4.60730154927616
cheby1,7,1700,False,0.5,40.0,4.60796435071457
cheby2,3,1600,False,0.5,40.0,4.609132363263998
ellip,4,700,False,0.1,40.0,4.612876753577044
cheby2,8,1600,False,0.5,60.0,4.6170049508216575
ellip,7,1400,False,1.0,60.0,4.625247109165123
cheby2,4,2100,False,0.5,60.0,4.627008710815686
ellip,5,1200,False,1.0,60.0,4.627199689788925
ellip,7,1000,False,0.1,40.0,4.638143196137797
cheby1,6,1300,False,0.1,40.0,4.638912765533527
cheby2,7,1400,False,0.5,50.0,4.6430028676253094
ellip,7,1100,False,1.0,40.0,4.65149511940887
cheby2,7,900,False,0.5,30.0,4.653014384415291
cheby2,4,1000,False,0.5,30.0,4.654584449009231
ellip,6,1100,False,1.0,50.0,4.6555662204410835
ellip,6,800,False,1.0,30.0,4.657541633023716
ellip,6,1200,False,1.0,60.0,4.658369630775966
ellip,8,800,False,0.5,30.0,4.667536393193235
ellip,3,500,False,0.1,50.0,4.6743303590954985
ellip,8,1000,False,0.1,40.0,4.675805736222926
butter,5,1000,False,0.5,40.0,4.6766610179836565
ellip,7,1200,False,0.5,50.0,4.678024222507705
ellip,4,900,False,1.0,60.0,4.681022722605068
ellip,7,900,False,1.0,30.0,4.6838279130720295
ellip,8,1000,False,1.0,40.0,4.685486036888492
cheby2,3,500,True,0.5,60.0,4.697768564506551
ellip,5,1100,False,0.5,60.0,4.699991557144197
ellip,6,1100,False,0.1,60.0,4.705282609028595
ellip,4,800,False,1.0,40.0,4.717886107257399
ellip,8,1300,False,1.0,60.0,4.71840050761099
ellip,3,500,False,0.1,60.0,4.72155655424172
cheby1,8,1700,False,0.1,40.0,4.721918775502383
ellip,8,800,False,1.0,30.0,4.722740259531643
cheby2,4,1700,False,0.5,50.0,4.724197793023817
ellip,5,1000,False,1.0,40.0,4.724720864359848
ellip,4,800,False,0.5,50.0,4.730956763609119
cheby2,6,900,False,0.5,30.0,4.73902770615808
cheby2,3,2500,False,0.5,60.0,4.741530516241553
cheby2,6,1700,False,0.5,60.0,4.746125234818954
ellip,5,1100,False,1.0,50.0,4.746698983745385
ellip,5,800,False,0.5,30.0,4.754504479200945
ellip,4,700,False,1.0,30.0,4.756141490489756
ellip,3,700,False,1.0,40.0,4.760675895657746
cheby1,3,500,False,0.1,40.0,4.762659681848573
ellip,7,1300,False,0.5,60.0,4.7637283569486
butter,7,1300,False,0.5,40.0,4.7667320434109435
cheby1,5,1300,False,1.0,40.0,4.767712196719033
cheby2,8,1100,False,0.5,40.0,4.770641567885021
cheby1,5,1200,False,0.5,40.0,4.77324671682134
cheby1,8,1800,False,1.0,40.0,4.773772812698983
ellip,8,800,False,0.1,30.0,4.7789714799358665
ellip,6,900,False,0.1,40.0,4.789199699677007
cheby2,3,1100,False,0.5,30.0,4.7927989679226295
ellip,7,1100,False,0.1,50.0,4.79886318988088
cheby1,6,1400,False,1.0,40.0,4.804536432711054
butter,4,800,False,0.5,40.0,4.80600318787905
ellip,7,800,False,0.1,30.0,4.808552105025365
ellip,5,900,False,0.1,50.0,4.8110512877006455
cheby2,2,1500,False,0.5,30.0,4.811904570071585
ellip,6,1000,False,0.1,50.0,4.81228261401302
cheby2,7,1600,False,0.5,60.0,4.813128613661577
ellip,4,600,False,0.1,30.0,4.8162047378226225
ellip,7,1200,False,0.1,60.0,4.817440207169114
cheby1,7,1500,False,0.1,40.0,4.825270031970157
cheby2,2,2200,False,0.5,40.0,4.828643760313806
cheby2,5,1200,False,0.5,40.0,4.832134162477924
cheby2,5,1500,False,0.5,50.0,4.839211456176732
cheby2,4,1300,False,0.5,40.0,4.842630293816598
ellip,3,600,False,0.5,40.0,4.84880477803523
ellip,4,700,False,0.1,50.0,4.855405435060924
ellip,6,900,False,0.5,40.0,4.8576823418820645
cheby2,5,900,False,0.5,30.0,4.864167126395161
cheby2,5,1800,False,0.5,60.0,4.8660025040718216
cheby2,6,1400,False,0.5,50.0,4.866565806357103
cheby2,7,1100,False,0.5,40.0,4.873789031282976
ellip,5,1000,False,0.5,50.0,4.874251091094228
ellip,8,1100,False,0.5,50.0,4.875139754649598
ellip,2,300,False,0.5,30.0,4.884294923720124
ellip,6,1100,False,0.5,60.0,4.887368065948543
cheby1,4,900,False,1.0,40.0,4.8877961861361445
ellip,4,800,False,0.5,60.0,4.895790445899433
cheby2,8,1300,False,0.5,50.0,4.89667209242912
cheby2,3,2000,False,0.5,50.0,4.8983480604803
ellip,3,700,False,1.0,50.0,4.902335487969235
cheby2,1,2400,True,0.5,30.0,4.902432771885933
ellip,7,1000,False,0.5,40.0,4.905472878520799
cheby2,2,2800,False,0.5,50.0,4.906502901731682
cheby1,8,1700,False,0.5,40.0,4.9122133538067025
ellip,8,1100,False,0.1,50.0,4.912255561724127
ellip,7,1200,False,1.0,50.0,4.914595457603553
cheby2,2,600,True,0.5,40.0,4.916629109213442
ellip,5,900,False,0.5,40.0,4.920368652391668
butter,3,600,False,0.5,40.0,4.926278260961087
ellip,5,700,False,0.1,30.0,4.93099896837739
ellip,8,1100,False,1.0,50.0,4.940769194438702
cheby1,7,1700,False,1.0,40.0,4.9409698841262015
butter,8,1400,False,0.5,40.0,4.941543246431723
ellip,6,1000,False,0.5,50.0,4.944306029882284
cheby1,6,1300,False,0.5,40.0,4.9463317657994565
ellip,2,300,False,0.5,40.0,4.9509211943039775
ellip,6,900,False,1.0,40.0,4.955078335592171
ellip,3,700,False,1.0,60.0,4.969616310528023
cheby2,3,1500,False,0.5,40.0,4.97129711946359
cheby1,7,1600,False,0.5,40.0,4.971342039374605
